centroid_mean,centroid_var,flux_mean,flux_var,rmse_mean,rmse_var,zcr_mean,zcr_var,contrast_mean,contrast_var,bandwidth_mean,bandwidth_var,flatness_mean,flatness_var,rolloff_mean,rolloff_var,mfcc_0_mean,mfcc_0_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,tempo,label
3021.8117928309584,863130.429954276,1.5458162,3.117694,0.21142337,0.0100988615,0.12758426252902477,0.006085590203234422,18.501843465692744,27.428412537550912,3189.870264350921,150665.73543989737,0.0558327,0.004369404,7063.990618348491,3379500.459122578,-119.86384,3687.2175,71.17552,851.4129,13.874226,421.6809,8.972058,350.1875,13.293087,214.51314,8.356418,279.9302,11.714785,131.824,0.22728106,145.595,10.09803,122.5238,3.1879108,99.15172,4.057414,90.11531,-0.6859488,78.7959,2.2879512,96.7363,1.2562917,108.06269,0.37094343,126.18351,0.92877614,120.67462,-1.6139097,143.55885,3.8057911,115.30624,4.630133,133.44333,4.2490582,101.6249,112.34714673913044,pop
3085.006429213583,937100.6331094679,1.6966428,5.9404235,0.19206229,0.007827642,0.14156452568691952,0.008425816767459954,17.61031471736782,22.312665586535406,3090.450153789305,143447.44713865238,0.07223955,0.0051546367,6789.242279714106,2920629.37054519,-122.55636,4848.0156,67.31175,673.4341,14.497663,474.7014,15.167653,279.70547,7.7319946,127.412796,4.6794024,208.4833,7.360309,164.52353,3.6198394,103.617165,8.258433,90.73592,4.730642,88.707306,3.6715307,65.11533,3.1226532,72.954834,4.3983803,74.02596,2.423539,69.83624,2.3861215,50.95205,-1.8749564,52.759857,-0.6763653,63.38806,-2.1561801,91.40148,0.03050454,87.559746,-1.9060097,74.804,103.359375,pop
3457.594928472633,1001248.791137895,1.6230394,3.208166,0.25655586,0.010939079,0.16184709389512383,0.009068677893496567,17.705095814548468,18.575089327567664,3243.495961867928,148126.11092520258,0.087670326,0.0072432035,7567.970904181985,2365424.025067023,-82.17037,3259.0627,59.28512,650.0177,22.729408,449.65594,12.442951,197.13376,8.209612,125.20573,5.4678874,141.16423,10.697671,112.89577,6.0670323,83.1028,0.9104839,84.20686,5.528702,108.04882,-3.052664,92.72851,1.2887416,70.79668,-1.568182,80.392685,-2.3118067,64.85935,-2.2245307,69.97291,-2.8371234,65.5174,1.8420808,69.941505,0.18825556,70.616425,5.599402,91.03214,3.3979855,92.23541,129.19921875,pop
3021.2118898291988,852338.2555029436,1.5370194,3.0585558,0.21149567,0.010140312,0.12734919214396284,0.006047889160206562,18.459024874916985,27.132925297915612,3189.247738004247,150479.7671644951,0.056228053,0.004441812,7066.523936363196,3350110.1790061034,-119.85001,3692.9492,71.06872,857.59595,13.751196,415.16843,8.937724,349.84937,13.223387,215.72339,8.351688,284.8525,11.711052,132.47714,0.32451037,147.47337,10.111516,125.120476,3.1691365,97.827156,4.0933266,90.42442,-0.63642013,79.77752,2.2303538,99.233055,1.1766579,108.697586,0.3686614,127.54189,0.9510879,122.483284,-1.5725871,145.71126,3.7217224,117.32664,4.528792,133.39964,4.2097654,102.53113,112.34714673913044,pop
3326.073441263562,1023268.9336082197,1.5917379,6.355816,0.14301772,0.01147775,0.15341252660603716,0.008802892608078759,17.72244336533472,20.351157291867608,3167.911705331678,142185.5106199719,0.092991546,0.009749041,7219.589677462268,3089231.109571282,-171.58084,6459.856,54.80697,681.247,21.073519,433.97842,21.969357,316.14615,6.1528425,167.91191,3.5238006,206.1019,5.6378584,164.67526,0.8877116,166.90941,7.537427,134.36725,1.7843705,92.37576,-2.6100137,122.04566,-0.5689327,108.24456,-1.1948051,71.059456,-3.453007,72.763336,-2.395295,56.35854,-3.4709408,59.92179,-2.4603374,67.17373,-2.6714938,63.75068,-2.7054634,71.296684,0.36053312,75.18217,112.34714673913044,pop
2002.6206288974258,740651.9547715207,1.236216,1.9820746,0.09327609,0.0015918774,0.06769649163119196,0.0031560299189219224,17.840012952557547,19.371994198697568,2601.390816271871,237963.6010508016,0.018815791,0.0007836953,4652.921864418054,3998770.762869882,-241.29167,5055.0254,96.9898,636.18036,26.103752,364.3062,28.043016,203.23955,12.180706,73.50868,15.560565,123.89203,5.030688,75.7624,13.238384,55.663784,11.154485,50.59064,5.455131,57.193546,-0.20030193,73.7486,1.232735,56.676125,-3.96823,58.977657,-3.099115,63.646515,0.56565833,45.463055,-3.6298869,48.97101,-3.104152,45.18386,-5.956809,51.039642,-5.2213902,71.019005,-0.03762867,63.02137,92.28515625,pop
3538.6296705632694,1332736.8621952333,2.207252,6.2283683,0.31776834,0.02916872,0.1540807009481424,0.013693191459232423,17.376706084837778,23.227231566796036,3226.1077581789636,185074.45441320844,0.07836446,0.0104152355,7530.204465883804,3322206.567299102,-121.410255,4629.876,34.982178,725.85486,11.395361,609.9734,16.956358,472.54645,14.742848,286.34042,11.394549,291.8894,21.307766,193.14299,9.429444,187.76799,14.321862,120.55036,15.197946,108.91725,1.4357562,111.56213,2.10781,91.130005,-0.08778688,102.66353,1.9140482,74.5712,7.7360983,102.6746,8.778925,130.59438,9.801717,172.41814,7.082828,128.85562,1.6515328,130.03224,-1.090786,145.43561,103.359375,pop
1706.270189871135,333690.9344855704,1.2690977,1.24341,0.12460069,0.0016532303,0.07463976030379257,0.0008551113887431425,19.277472234629123,16.191221206224125,2203.589870577693,220710.35805682372,0.011689494,0.00028978163,3475.378984858746,2754851.305703585,-195.68042,2142.9604,123.2148,669.02997,3.1794858,283.43948,11.822532,207.77129,5.2509804,147.5475,2.318679,147.96635,-3.8227732,114.65412,3.2702088,127.579056,1.6999829,92.64587,4.976353,83.70487,1.4897873,86.90416,3.088524,82.89851,-2.6429193,80.89424,-2.6683075,74.52606,-6.0313163,79.70608,-5.413213,84.04914,-2.3016052,91.394035,-3.4952488,118.00089,1.4243765,102.35658,5.8516154,86.09306,123.046875,pop
4037.672553540865,1844543.5956403583,1.739004,5.5957294,0.0957318,0.0025671832,0.22870080906540247,0.02299920290322619,17.24316128315779,17.604193250537165,3371.362542433584,131177.7348073366,0.12019197,0.011984568,8213.33366842831,3015260.41498866,-190.23277,6825.1597,44.422707,1020.40045,22.86623,672.36926,12.042322,480.58423,17.519135,270.16916,0.35802478,246.51765,3.3026845,158.35086,-0.3804598,176.94212,3.9345257,176.51396,0.27223814,112.12519,0.7570967,102.97654,1.2466701,92.5588,3.0982213,93.109375,-0.45094332,64.91154,0.67735535,72.86531,-0.92333925,63.124615,-0.49315912,69.64288,-0.5092576,89.73646,-1.1586283,98.99541,1.4441549,102.00046,95.703125,pop
3365.769998128071,1033105.4987146422,1.502662,2.5007148,0.19261864,0.0028207405,0.14754559307275542,0.009857262096922963,18.9695704294151,25.91167402992208,3274.2445596629545,138815.34538614276,0.06906844,0.0046800706,7599.437380575174,2394879.7088369667,-116.102844,1980.13,61.192307,768.8467,29.805784,465.07666,21.358725,256.954,16.082714,131.15926,3.9585342,186.21591,6.479837,97.16647,2.04339,110.09694,5.3244424,98.831085,2.1435614,68.70126,-0.9959573,86.077065,-2.7905064,53.44679,-8.079818,84.21032,-3.3654585,61.737278,-8.188117,66.00287,-3.4121153,66.19159,-2.8452077,68.0747,4.354355,69.252975,1.5468216,72.32805,0.15764922,49.761723,103.359375,pop
2561.599063515638,592068.9970190596,1.238839,0.8735946,0.16287401,0.0030788253,0.12590324472716719,0.003869912733228775,18.513107804916878,16.466064233545094,2623.7849928638266,199577.3675908102,0.04592959,0.0032974116,5310.31788923423,2837712.0311056147,-121.56471,2208.8909,84.3193,688.1544,-6.0816097,417.09787,21.803276,165.16504,13.428321,165.90729,7.7745185,119.98911,7.094353,87.219536,4.195648,82.0069,-3.3693674,82.60289,3.3022125,112.86472,-4.9005175,68.30424,1.4363972,72.52731,0.2905183,72.67419,0.51774335,65.0688,-2.2258477,63.851677,-5.670699,81.26852,-4.3169694,74.37982,-0.22231017,64.071846,-0.12932411,77.71135,-0.36723796,119.22028,99.38401442307692,pop
2527.1383009331325,1193689.0908265582,1.6620051,2.9811275,0.2511991,0.006505313,0.10329945094814241,0.006659184956626241,18.067320813670012,21.534784952793885,2653.057362058227,280217.07974296116,0.03924204,0.0028740359,5455.750343157411,4068300.63532542,-125.92954,2650.7336,72.5653,1233.3916,13.489708,432.49884,36.56315,350.6814,8.71447,250.38115,18.561203,194.05098,10.060307,126.42717,12.21055,98.575714,1.328924,104.99688,10.780656,94.34894,5.48044,78.61868,2.1980896,69.9021,3.1743422,64.46364,3.9591434,71.29159,3.1919708,65.28902,2.6110313,70.468216,2.0950851,57.14926,2.7927577,57.05484,3.2770493,69.30783,3.1860642,74.40588,135.99917763157896,pop
